"x","labels","labels.1","labels.2","labels.3","labels.4","labels.5","labels.6","labels.7","labels"
"2.1.2.1","3.1.2.1","1","1","1","1","3.1.2.1","2.1.2.2","1","1"
"2.1.2.1","3.1.2.1","1","1","1","1","3.1.2.1","2.1.2.2","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"2.2.2.1","3.2.1.1","1","1","1","1","3.2.1.1","2.2.1.1","1","1"
"3.1.1.2","2","2.1.1.1","3.1.2.2","3.1.2.1","3.2.1.1","2","3.1.2.1","2.1.1.2","2.2.1.1"
"3.1.2.1","2","2.1.2.2","3.1.1.1","3.1.1.2","3.2.2.1","2","3.1.1.2","2.1.2.1","2.2.2.2"
"1","1.2.2.2","3.1.2.2","2.1.2.1","2.1.2.2","2.1.1.1","1.2.2.1","1","3.1.2.2","3.1.2.1"
"2.1.1.1","3.1.1.1","1","1","1","1","3.1.1.1","2.1.1.2","1","1"
"3.2.1.1","2","2.2.2.1","3.2.2.1","3.2.1.2","3.1.2.1","2","3.2.1.1","2.2.1.2","2.1.1.1"
"1","1.1.2.2","3.2.1.1","2.2.2.1","2.2.2.2","2.2.1.1","1.1.2.2","1","3.2.2.2","3.2.1.1"
"1","1.1.1.1","3.2.2.2","2.2.1.2","2.2.1.2","2.2.2.2","1.1.1.1","1","3.2.1.1","3.2.2.2"
"1","1.1.1.2","3.2.2.1","2.2.1.1","2.2.1.1","2.2.2.1","1.1.1.2","1","3.2.1.2","3.2.2.1"
"3.1.1.2","2","2.1.1.1","3.1.2.2","3.1.2.1","3.2.1.1","2","3.1.2.1","2.1.1.2","2.2.1.1"
"1","1.1.2.1","3.2.1.2","2.2.2.2","2.2.2.1","2.2.1.2","1.1.2.1","1","3.2.2.1","3.2.1.2"
"2.2.1.2","3.2.2.2","1","1","1","1","3.2.2.2","2.2.2.2","1","1"
"3.2.1.2","2","2.2.2.2","3.2.2.2","3.2.1.1","3.1.2.2","2","3.2.1.2","2.2.1.1","2.1.1.2"
"3.1.1.1","2","2.1.1.2","3.1.2.1","3.1.2.2","3.2.1.2","2","3.1.2.2","2.1.1.1","2.2.1.2"
"3.2.1.1","2","2.2.2.1","3.2.2.1","3.2.1.2","3.1.2.1","2","3.2.1.1","2.2.1.2","2.1.1.1"
"2.2.1.2","3.2.2.2","1","1","1","1","3.2.2.2","2.2.2.2","1","1"
"3.2.1.1","2","2.2.2.1","3.2.2.1","3.2.1.2","3.1.2.1","2","3.2.1.1","2.2.1.2","2.1.1.1"
"1","1.1.2.2","3.2.1.1","2.2.2.1","2.2.2.2","2.2.1.1","1.1.2.2","1","3.2.2.2","3.2.1.1"
"1","1.1.2.1","3.2.1.2","2.2.2.2","2.2.2.1","2.2.1.2","1.1.2.1","1","3.2.2.1","3.2.1.2"
"1","1.1.2.1","3.2.1.2","2.2.2.2","2.2.2.1","2.2.1.2","1.1.2.1","1","3.2.2.1","3.2.1.2"
"1","1.1.1.1","3.2.2.2","2.2.1.2","2.2.1.2","2.2.2.2","1.1.1.1","1","3.2.1.1","3.2.2.2"
"3.1.2.1","2","2.1.2.2","3.1.1.1","3.1.1.2","3.2.2.1","2","3.1.1.2","2.1.2.1","2.2.2.2"
"3.2.1.1","2","2.2.2.1","3.2.2.1","3.2.1.2","3.1.2.1","2","3.2.1.1","2.2.1.2","2.1.1.1"
"1","1.2.2.1","3.1.2.1","2.1.2.2","2.1.2.1","2.1.1.2","1.2.2.2","1","3.1.2.1","3.1.2.2"
"2.1.1.2","3.1.1.2","1","1","1","1","3.1.1.2","2.1.1.1","1","1"
"1","1.2.1.2","3.1.1.2","2.1.1.1","2.1.1.1","2.1.2.1","1.2.1.2","1","3.1.1.2","3.1.1.1"
"1","1.1.2.2","3.2.1.1","2.2.2.1","2.2.2.2","2.2.1.1","1.1.2.2","1","3.2.2.2","3.2.1.1"
"1","1.1.2.1","3.2.1.2","2.2.2.2","2.2.2.1","2.2.1.2","1.1.2.1","1","3.2.2.1","3.2.1.2"
"3.2.2.2","2","2.2.1.1","3.2.1.1","3.2.2.1","3.1.1.1","2","3.2.2.1","2.2.2.1","2.1.2.2"
"2.1.1.1","3.1.1.1","1","1","1","1","3.1.1.1","2.1.1.2","1","1"
"3.1.1.1","2","2.1.1.2","3.1.2.1","3.1.2.2","3.2.1.2","2","3.1.2.2","2.1.1.1","2.2.1.2"
"1","1.2.2.2","3.1.2.2","2.1.2.1","2.1.2.2","2.1.1.1","1.2.2.1","1","3.1.2.2","3.1.2.1"
"1","1.1.1.2","3.2.2.1","2.2.1.1","2.2.1.1","2.2.2.1","1.1.1.2","1","3.2.1.2","3.2.2.1"
"1","1.2.2.1","3.1.2.1","2.1.2.2","2.1.2.1","2.1.1.2","1.2.2.2","1","3.1.2.1","3.1.2.2"
"1","1.2.2.2","3.1.2.2","2.1.2.1","2.1.2.2","2.1.1.1","1.2.2.1","1","3.1.2.2","3.1.2.1"
"2.2.1.1","3.2.2.1","1","1","1","1","3.2.2.1","2.2.2.1","1","1"
"3.1.1.1","2","2.1.1.2","3.1.2.1","3.1.2.2","3.2.1.2","2","3.1.2.2","2.1.1.1","2.2.1.2"
"1","1.1.2.2","3.2.1.1","2.2.2.1","2.2.2.2","2.2.1.1","1.1.2.2","1","3.2.2.2","3.2.1.1"
"3.1.2.1","2","2.1.2.2","3.1.1.1","3.1.1.2","3.2.2.1","2","3.1.1.2","2.1.2.1","2.2.2.2"
"3.1.2.2","2","2.1.2.1","3.1.1.2","3.1.1.1","3.2.2.2","2","3.1.1.1","2.1.2.2","2.2.2.1"
"2.1.1.1","3.1.1.1","1","1","1","1","3.1.1.1","2.1.1.2","1","1"
"1","1.1.1.1","3.2.2.2","2.2.1.2","2.2.1.2","2.2.2.2","1.1.1.1","1","3.2.1.1","3.2.2.2"
"3.1.1.1","2","2.1.1.2","3.1.2.1","3.1.2.2","3.2.1.2","2","3.1.2.2","2.1.1.1","2.2.1.2"
"1","1.2.2.2","3.1.2.2","2.1.2.1","2.1.2.2","2.1.1.1","1.2.2.1","1","3.1.2.2","3.1.2.1"
"1","1.1.1.2","3.2.2.1","2.2.1.1","2.2.1.1","2.2.2.1","1.1.1.2","1","3.2.1.2","3.2.2.1"
"1","1.2.1.1","3.1.1.1","2.1.1.2","2.1.1.2","2.1.2.2","1.2.1.1","1","3.1.1.1","3.1.1.2"
"3.2.2.1","2","2.2.1.2","3.2.1.2","3.2.2.2","3.1.1.2","2","3.2.2.2","2.2.2.2","2.1.2.1"
"3.1.1.1","2","2.1.1.2","3.1.2.1","3.1.2.2","3.2.1.2","2","3.1.2.2","2.1.1.1","2.2.1.2"
"3.2.2.2","2","2.2.1.1","3.2.1.1","3.2.2.1","3.1.1.1","2","3.2.2.1","2.2.2.1","2.1.2.2"
"1","1.2.2.1","3.1.2.1","2.1.2.2","2.1.2.1","2.1.1.2","1.2.2.2","1","3.1.2.1","3.1.2.2"
"3.1.2.2","2","2.1.2.1","3.1.1.2","3.1.1.1","3.2.2.2","2","3.1.1.1","2.1.2.2","2.2.2.1"
"3.1.2.1","2","2.1.2.2","3.1.1.1","3.1.1.2","3.2.2.1","2","3.1.1.2","2.1.2.1","2.2.2.2"
"1","1.1.1.2","3.2.2.1","2.2.1.1","2.2.1.1","2.2.2.1","1.1.1.2","1","3.2.1.2","3.2.2.1"
"1","1.1.2.2","3.2.1.1","2.2.2.1","2.2.2.2","2.2.1.1","1.1.2.2","1","3.2.2.2","3.2.1.1"
"3.2.2.1","2","2.2.1.2","3.2.1.2","3.2.2.2","3.1.1.2","2","3.2.2.2","2.2.2.2","2.1.2.1"
"2.1.1.1","3.1.1.1","1","1","1","1","3.1.1.1","2.1.1.2","1","1"
"3.1.1.2","2","2.1.1.1","3.1.2.2","3.1.2.1","3.2.1.1","2","3.1.2.1","2.1.1.2","2.2.1.1"
"1","1.2.2.1","3.1.2.1","2.1.2.2","2.1.2.1","2.1.1.2","1.2.2.2","1","3.1.2.1","3.1.2.2"
"2.1.1.2","3.1.1.2","1","1","1","1","3.1.1.2","2.1.1.1","1","1"
"1","1.2.1.2","3.1.1.2","2.1.1.1","2.1.1.1","2.1.2.1","1.2.1.2","1","3.1.1.2","3.1.1.1"
"3.2.1.2","2","2.2.2.2","3.2.2.2","3.2.1.1","3.1.2.2","2","3.2.1.2","2.2.1.1","2.1.1.2"
"3.1.1.2","2","2.1.1.1","3.1.2.2","3.1.2.1","3.2.1.1","2","3.1.2.1","2.1.1.2","2.2.1.1"
"1","1.2.1.1","3.1.1.1","2.1.1.2","2.1.1.2","2.1.2.2","1.2.1.1","1","3.1.1.1","3.1.1.2"
"1","1.1.2.1","3.2.1.2","2.2.2.2","2.2.2.1","2.2.1.2","1.1.2.1","1","3.2.2.1","3.2.1.2"
"3.1.2.2","2","2.1.2.1","3.1.1.2","3.1.1.1","3.2.2.2","2","3.1.1.1","2.1.2.2","2.2.2.1"
"1","1.2.1.1","3.1.1.1","2.1.1.2","2.1.1.2","2.1.2.2","1.2.1.1","1","3.1.1.1","3.1.1.2"
"2.1.1.1","3.1.1.1","1","1","1","1","3.1.1.1","2.1.1.2","1","1"
"1","1.1.2.1","3.2.1.2","2.2.2.2","2.2.2.1","2.2.1.2","1.1.2.1","1","3.2.2.1","3.2.1.2"
"3.1.2.2","2","2.1.2.1","3.1.1.2","3.1.1.1","3.2.2.2","2","3.1.1.1","2.1.2.2","2.2.2.1"
"1","1.1.2.1","3.2.1.2","2.2.2.2","2.2.2.1","2.2.1.2","1.1.2.1","1","3.2.2.1","3.2.1.2"
"2.2.1.2","3.2.2.2","1","1","1","1","3.2.2.2","2.2.2.2","1","1"
"1","1.1.2.1","3.2.1.2","2.2.2.2","2.2.2.1","2.2.1.2","1.1.2.1","1","3.2.2.1","3.2.1.2"
"3.1.1.1","2","2.1.1.2","3.1.2.1","3.1.2.2","3.2.1.2","2","3.1.2.2","2.1.1.1","2.2.1.2"
"2.2.1.1","3.2.2.1","1","1","1","1","3.2.2.1","2.2.2.1","1","1"
"1","1.2.2.2","3.1.2.2","2.1.2.1","2.1.2.2","2.1.1.1","1.2.2.1","1","3.1.2.2","3.1.2.1"
"1","1.2.1.1","3.1.1.1","2.1.1.2","2.1.1.2","2.1.2.2","1.2.1.1","1","3.1.1.1","3.1.1.2"
"1","1.1.2.2","3.2.1.1","2.2.2.1","2.2.2.2","2.2.1.1","1.1.2.2","1","3.2.2.2","3.2.1.1"
"1","1.1.1.2","3.2.2.1","2.2.1.1","2.2.1.1","2.2.2.1","1.1.1.2","1","3.2.1.2","3.2.2.1"
"1","1.2.2.2","3.1.2.2","2.1.2.1","2.1.2.2","2.1.1.1","1.2.2.1","1","3.1.2.2","3.1.2.1"
"1","1.2.1.1","3.1.1.1","2.1.1.2","2.1.1.2","2.1.2.2","1.2.1.1","1","3.1.1.1","3.1.1.2"
"1","1.2.1.2","3.1.1.2","2.1.1.1","2.1.1.1","2.1.2.1","1.2.1.2","1","3.1.1.2","3.1.1.1"
"2.1.1.2","3.1.1.2","1","1","1","1","3.1.1.2","2.1.1.1","1","1"
"1","1.2.1.2","3.1.1.2","2.1.1.1","2.1.1.1","2.1.2.1","1.2.1.2","1","3.1.1.2","3.1.1.1"
"3.2.1.2","2","2.2.2.2","3.2.2.2","3.2.1.1","3.1.2.2","2","3.2.1.2","2.2.1.1","2.1.1.2"
"3.2.2.2","2","2.2.1.1","3.2.1.1","3.2.2.1","3.1.1.1","2","3.2.2.1","2.2.2.1","2.1.2.2"
"1","1.1.1.2","3.2.2.1","2.2.1.1","2.2.1.1","2.2.2.1","1.1.1.2","1","3.2.1.2","3.2.2.1"
"2.1.1.2","3.1.1.2","1","1","1","1","3.1.1.2","2.1.1.1","1","1"
"2.2.1.2","3.2.2.2","1","1","1","1","3.2.2.2","2.2.2.2","1","1"
"2.2.1.1","3.2.2.1","1","1","1","1","3.2.2.1","2.2.2.1","1","1"
"2.1.1.2","3.1.1.2","1","1","1","1","3.1.1.2","2.1.1.1","1","1"
"1","1.2.2.2","3.1.2.2","2.1.2.1","2.1.2.2","2.1.1.1","1.2.2.1","1","3.1.2.2","3.1.2.1"
"1","1.1.1.2","3.2.2.1","2.2.1.1","2.2.1.1","2.2.2.1","1.1.1.2","1","3.2.1.2","3.2.2.1"
"2.1.1.2","3.1.1.2","1","1","1","1","3.1.1.2","2.1.1.1","1","1"
"2.2.1.2","3.2.2.2","1","1","1","1","3.2.2.2","2.2.2.2","1","1"
"2.1.1.1","3.1.1.1","1","1","1","1","3.1.1.1","2.1.1.2","1","1"
"2.2.1.2","3.2.2.2","1","1","1","1","3.2.2.2","2.2.2.2","1","1"
"1","1.2.2.2","3.1.2.2","2.1.2.1","2.1.2.2","2.1.1.1","1.2.2.1","1","3.1.2.2","3.1.2.1"
"1","1.1.2.2","3.2.1.1","2.2.2.1","2.2.2.2","2.2.1.1","1.1.2.2","1","3.2.2.2","3.2.1.1"
"3.2.2.2","2","2.2.1.1","3.2.1.1","3.2.2.1","3.1.1.1","2","3.2.2.1","2.2.2.1","2.1.2.2"
"3.1.1.1","2","2.1.1.2","3.1.2.1","3.1.2.2","3.2.1.2","2","3.1.2.2","2.1.1.1","2.2.1.2"
"3.2.2.2","2","2.2.1.1","3.2.1.1","3.2.2.1","3.1.1.1","2","3.2.2.1","2.2.2.1","2.1.2.2"
"3.1.2.2","2","2.1.2.1","3.1.1.2","3.1.1.1","3.2.2.2","2","3.1.1.1","2.1.2.2","2.2.2.1"
"3.2.2.2","2","2.2.1.1","3.2.1.1","3.2.2.1","3.1.1.1","2","3.2.2.1","2.2.2.1","2.1.2.2"
"1","1.1.2.2","3.2.1.1","2.2.2.1","2.2.2.2","2.2.1.1","1.1.2.2","1","3.2.2.2","3.2.1.1"
"3.1.2.1","2","2.1.2.2","3.1.1.1","3.1.1.2","3.2.2.1","2","3.1.1.2","2.1.2.1","2.2.2.2"
"3.2.1.1","2","2.2.2.1","3.2.2.1","3.2.1.2","3.1.2.1","2","3.2.1.1","2.2.1.2","2.1.1.1"
"1","1.1.2.2","3.2.1.1","2.2.2.1","2.2.2.2","2.2.1.1","1.1.2.2","1","3.2.2.2","3.2.1.1"
"3.2.2.2","2","2.2.1.1","3.2.1.1","3.2.2.1","3.1.1.1","2","3.2.2.1","2.2.2.1","2.1.2.2"
"3.2.1.1","2","2.2.2.1","3.2.2.1","3.2.1.2","3.1.2.1","2","3.2.1.1","2.2.1.2","2.1.1.1"
"1","1.2.1.2","3.1.1.2","2.1.1.1","2.1.1.1","2.1.2.1","1.2.1.2","1","3.1.1.2","3.1.1.1"
"1","1.1.1.2","3.2.2.1","2.2.1.1","2.2.1.1","2.2.2.1","1.1.1.2","1","3.2.1.2","3.2.2.1"
"2.2.1.2","3.2.2.2","1","1","1","1","3.2.2.2","2.2.2.2","1","1"
"1","1.1.2.1","3.2.1.2","2.2.2.2","2.2.2.1","2.2.1.2","1.1.2.1","1","3.2.2.1","3.2.1.2"
"1","1.1.2.1","3.2.1.2","2.2.2.2","2.2.2.1","2.2.1.2","1.1.2.1","1","3.2.2.1","3.2.1.2"
"1","1.1.2.2","3.2.1.1","2.2.2.1","2.2.2.2","2.2.1.1","1.1.2.2","1","3.2.2.2","3.2.1.1"
"2.1.1.1","3.1.1.1","1","1","1","1","3.1.1.1","2.1.1.2","1","1"
"1","1.2.2.1","3.1.2.1","2.1.2.2","2.1.2.1","2.1.1.2","1.2.2.2","1","3.1.2.1","3.1.2.2"
"3.2.1.1","2","2.2.2.1","3.2.2.1","3.2.1.2","3.1.2.1","2","3.2.1.1","2.2.1.2","2.1.1.1"
"3.2.1.2","2","2.2.2.2","3.2.2.2","3.2.1.1","3.1.2.2","2","3.2.1.2","2.2.1.1","2.1.1.2"
"1","1.2.2.1","3.1.2.1","2.1.2.2","2.1.2.1","2.1.1.2","1.2.2.2","1","3.1.2.1","3.1.2.2"
"3.1.1.1","2","2.1.1.2","3.1.2.1","3.1.2.2","3.2.1.2","2","3.1.2.2","2.1.1.1","2.2.1.2"
"3.1.1.1","2","2.1.1.2","3.1.2.1","3.1.2.2","3.2.1.2","2","3.1.2.2","2.1.1.1","2.2.1.2"
"3.2.2.1","2","2.2.1.2","3.2.1.2","3.2.2.2","3.1.1.2","2","3.2.2.2","2.2.2.2","2.1.2.1"
"3.2.1.1","2","2.2.2.1","3.2.2.1","3.2.1.2","3.1.2.1","2","3.2.1.1","2.2.1.2","2.1.1.1"
"1","1.1.1.1","3.2.2.2","2.2.1.2","2.2.1.2","2.2.2.2","1.1.1.1","1","3.2.1.1","3.2.2.2"
"3.1.1.1","2","2.1.1.2","3.1.2.1","3.1.2.2","3.2.1.2","2","3.1.2.2","2.1.1.1","2.2.1.2"
"1","1.1.2.1","3.2.1.2","2.2.2.2","2.2.2.1","2.2.1.2","1.1.2.1","1","3.2.2.1","3.2.1.2"
"1","1.2.2.2","3.1.2.2","2.1.2.1","2.1.2.2","2.1.1.1","1.2.2.1","1","3.1.2.2","3.1.2.1"
"1","1.2.1.2","3.1.1.2","2.1.1.1","2.1.1.1","2.1.2.1","1.2.1.2","1","3.1.1.2","3.1.1.1"
"1","1.1.1.2","3.2.2.1","2.2.1.1","2.2.1.1","2.2.2.1","1.1.1.2","1","3.2.1.2","3.2.2.1"
"1","1.1.2.2","3.2.1.1","2.2.2.1","2.2.2.2","2.2.1.1","1.1.2.2","1","3.2.2.2","3.2.1.1"
"1","1.2.2.1","3.1.2.1","2.1.2.2","2.1.2.1","2.1.1.2","1.2.2.2","1","3.1.2.1","3.1.2.2"
"1","1.1.2.2","3.2.1.1","2.2.2.1","2.2.2.2","2.2.1.1","1.1.2.2","1","3.2.2.2","3.2.1.1"
"3.1.2.2","2","2.1.2.1","3.1.1.2","3.1.1.1","3.2.2.2","2","3.1.1.1","2.1.2.2","2.2.2.1"
"3.1.2.2","2","2.1.2.1","3.1.1.2","3.1.1.1","3.2.2.2","2","3.1.1.1","2.1.2.2","2.2.2.1"
"3.2.1.1","2","2.2.2.1","3.2.2.1","3.2.1.2","3.1.2.1","2","3.2.1.1","2.2.1.2","2.1.1.1"
"1","1.2.1.1","3.1.1.1","2.1.1.2","2.1.1.2","2.1.2.2","1.2.1.1","1","3.1.1.1","3.1.1.2"
"2.2.1.1","3.2.2.1","1","1","1","1","3.2.2.1","2.2.2.1","1","1"
"1","1.2.2.2","3.1.2.2","2.1.2.1","2.1.2.2","2.1.1.1","1.2.2.1","1","3.1.2.2","3.1.2.1"
"3.2.1.2","2","2.2.2.2","3.2.2.2","3.2.1.1","3.1.2.2","2","3.2.1.2","2.2.1.1","2.1.1.2"
"2.2.1.1","3.2.2.1","1","1","1","1","3.2.2.1","2.2.2.1","1","1"
